order_id,THEORETICAL,ENGINEERING,EMPIRICAL,OTHERS
T00178,0.9017130732536316,0.9984678626060486,0.0010961911175400019,8.650319068692625e-05
T00179,0.004952354822307825,0.9991951584815979,0.04194806143641472,0.0004265130846761167
T00180,0.0015192768769338727,0.9995833039283752,0.0005136859253980219,0.00034054668503813446
T00181,0.2604634463787079,0.6073959469795227,0.6668809652328491,0.0018629486439749599
T00182,0.00713165570050478,0.9991692304611206,0.0009926363127306104,4.142438046983443e-05
T00183,0.9998811483383179,0.0068885511718690395,0.0009713594918139279,0.00013030998525209725
T00184,0.8686855435371399,0.11350788921117783,0.349031001329422,0.005569008644670248
T00185,0.0369686596095562,0.9967553019523621,0.0011542030842974782,8.083039574557915e-05
T00186,0.999841570854187,0.004665067419409752,0.0011890188325196505,0.00012086761853424832
T00187,0.01523730531334877,0.7160283923149109,0.9970344305038452,0.0015113854315131903
T00188,0.0006051247473806143,0.0008776517934165895,0.999448835849762,0.00043899827869609
T00189,0.22573186457157135,0.9994557499885559,0.0005702850176021457,0.00011915111099369824
T00190,0.9958782196044922,0.02586098574101925,0.5445709824562073,0.0010972468880936503
T00191,0.001982322661206126,0.9996008276939392,0.003998342901468277,8.714327123016119e-05
T00192,0.3897441029548645,0.9917130470275879,0.0024032597430050373,0.0001371925900457427
T00193,0.9998053908348083,0.0017761311028152704,0.0006513153784908354,8.625624468550086e-05
T00194,0.9793931245803833,0.9950661659240723,0.0041954913176596165,8.94541954039596e-05
T00195,0,0,0,0.822481632232666
T00196,0.0006984666106291115,0.9996219873428345,0.001098121516406536,0.0002520442067179829
T00197,0.9997623562812805,0.007987492717802525,0.0009700060472823679,7.440253102686256e-05
T00198,0.999683141708374,0.0008507224847562611,0.0006762265111319721,0.0004676800745073706
T00199,0.0007292201044037938,0.9997482895851135,0.0012662243098020554,0.00018605927471071482
T00200,0.023974088951945305,0.9985981583595276,0.00036258919863030314,0.0004357379220891744
T00201,0.0007003172650001943,0.9997116923332214,0.0012682864908128977,0.00012123318447265774
T00202,0.0036964952014386654,0.9947027564048767,0.026672014966607094,0.00023864042304921895
T00203,0.9998090863227844,0.0020122507121413946,0.0007741270819678903,9.101192699745297e-05
T00204,0.9998043179512024,0.0026553061325103045,0.0006189210107550025,9.678213245933875e-05
T00205,0.9980897307395935,0.9462453722953796,0.0015036759432405233,6.772716005798429e-05
T00206,0.9995423555374146,0.33387506008148193,0.0006776234949938953,8.960864215623587e-05
T00207,0.007957273162901402,0.9996707439422607,0.0012620637426152825,7.121560338418931e-05
T00208,0.0007435614825226367,0.9995525479316711,0.0009745381539687514,0.00019719198462553322
T00209,0.0007054334855638444,0.0012825618032366037,0.9995255470275879,0.00033920377609319985
T00210,0.999818742275238,0.0020653915125876665,0.0006516245775856078,7.544047548435628e-05
T00211,0.9996434450149536,0.042617131024599075,0.0007406343938782811,0.00011180650471942499
T00212,0.9998151659965515,0.018924321979284286,0.0008519884431734681,0.00012240000069141388
T00213,0.9997861981391907,0.002472652355208993,0.000623460509814322,7.590989844175056e-05
T00214,0.0010235138470306993,0.9994844198226929,0.0007802544860169291,0.0001348632067674771
T00215,0.9998109936714172,0.0021374921780079603,0.0006756412913091481,9.01603780221194e-05
T00216,0.9998350143432617,0.0017682715551927686,0.0014864079421386123,0.00016881719056982547
T00217,0.06783980876207352,0.009747447445988655,0.9581798911094666,0.0018378105014562607
T00218,0.3966730237007141,0.7170549631118774,0.9851324558258057,0.004108194727450609
T00219,0.0004966275882907212,0.9993909597396851,0.002370811067521572,9.891182708088309e-05
T00220,0.8198403120040894,0.9729486703872681,0.16363467276096344,0.0012478247517719865
T00221,0.037768974900245667,0.7415280938148499,0.9941979646682739,0.010119653306901455
T00222,0.9872797727584839,0.9644477963447571,0.002167952014133334,0.00042207128717564046
T00223,0.9997959733009338,0.0022870416287332773,0.0005822359235025942,7.435259612975642e-05
T00224,0.9998102784156799,0.0026906675193458796,0.0007115825428627431,9.92699497146532e-05
T00225,0.9998111128807068,0.0016116674523800611,0.0007608018349856138,9.006336040329188e-05
T00226,0.999798595905304,0.0019722748547792435,0.0006061046151444316,8.11354402685538e-05
T00227,0.9998219609260559,0.001762364525347948,0.0016217342345044017,0.00015276324120350182
T00228,0.007039206102490425,0.9996671676635742,0.0005947488243691623,0.0001355656422674656
T00229,0.9998132586479187,0.0017306504305452108,0.0006400097627192736,9.472609963268042e-05
T00230,0.0007227763999253511,0.9995530247688293,0.0007181156543083489,0.0001222912542289123
T00231,0,0,0,0.9945374131202698
T00232,0.0009744006674736738,0.9966553449630737,0.002254222519695759,0.004586920142173767
T00233,0.027924975380301476,0.7842904925346375,0.9938409328460693,0.0009081084281206131
T00234,0.0009899894939735532,0.9997244477272034,0.000849753909278661,0.00013188758748583496
T00235,0.9989655017852783,0.9536393880844116,0.0016128524439409375,0.00020858774951193482
T00236,0,0,0,0.8766636848449707
T00237,0,0,0,0.9949631690979004
T00238,0.004689975641667843,0.999592125415802,0.0008355408208444715,5.951672574155964e-05
T00239,0.00104813976213336,0.999413251876831,0.009019559249281883,0.0008687293739058077
T00240,0.03719768300652504,0.6972392797470093,0.8333573937416077,0.0036719751078635454
T00241,0.0073489174246788025,0.999510645866394,0.00048029038589447737,9.824254084378481e-05
T00242,0.09577406197786331,0.9989787340164185,0.00037544433143921196,0.00011198608990525827
T00243,0.9943224191665649,0.9933260679244995,0.0018908105557784438,0.00016592277097515762
T00244,0.9998132586479187,0.0038957144133746624,0.0005109342164359987,7.842001650715247e-05
T00245,0.9998026490211487,0.0019028779352083802,0.0006054547848179936,9.236359619535506e-05
T00246,0.0002262284979224205,0.999170184135437,0.005314087960869074,0.0035040113143622875
T00247,0.000560893036890775,0.0009095935965888202,0.9989787340164185,0.000515774532686919
T00248,0.9765681624412537,0.006306832656264305,0.9622675776481628,0.0008716027368791401
T00249,0.14540217816829681,0.9968169331550598,0.008296485990285873,0.00014986212772782892
T00250,0.011555132456123829,0.9993681311607361,0.0009349994943477213,4.404576975503005e-05
T00251,0.00046171413850970566,0.9996902942657471,0.0023132292553782463,0.00022315150999929756
T00252,0.9965981841087341,0.9062637090682983,0.05773979797959328,0.0003637363843154162
T00253,0.9997956156730652,0.002114932518452406,0.0005846237763762474,8.211649401346222e-05
T00254,0.6267033815383911,0.2902059257030487,0.08818722516298294,0.007729855831712484
T00255,0.9994943141937256,0.0011596643598750234,0.0005119682173244655,0.0004432594287209213
T00256,0.0010336150880903006,0.9994106292724609,0.00264682131819427,0.00016460286860819906
T00257,0.0006290804012678564,0.0011723601492121816,0.9995437264442444,0.0004455117741599679
T00258,0,0,0,0.997463583946228
T00259,0.9997732043266296,0.0017054147319868207,0.0010066977702081203,0.0001326988567598164
T00260,0.9977692365646362,0.6182907819747925,0.2206207513809204,0.0004531178856268525
T00261,0.01370117999613285,0.0027160285972058773,0.9954854846000671,0.00410464545711875
T00262,0.9785349369049072,0.9951903820037842,0.002280142856761813,6.833399675088003e-05
T00263,0.0005438876105472445,0.9992316961288452,0.0027995037380605936,0.00017277654842473567
T00264,0.9997860789299011,0.0026122028939425945,0.000791488157119602,9.906418563332409e-05
T00265,0.0006565942894667387,0.0006175386952236295,0.999265730381012,0.0005204741028137505
T00266,0.9997499585151672,0.0364164263010025,0.0004944889224134386,0.00011515793448779732
T00267,0.000867383205331862,0.0013101501390337944,0.9992228746414185,0.0004039744089823216
T00268,0.0006424770108424127,0.9995456337928772,0.0006415787502191961,0.00016497702745255083
T00269,0.5274749994277954,0.015383929014205933,0.00791829265654087,0.04322499781847
T00270,0.26704928278923035,0.41838502883911133,0.19547134637832642,0.03420956805348396
T00271,0.0026782264467328787,0.9995275735855103,0.001263239304535091,0.0006262024980969727
T00272,0.9998354911804199,0.003865010105073452,0.0006936798454262316,9.87721505225636e-05
T00273,0.9956610798835754,0.9554122090339661,0.021596357226371765,0.0005221650935709476
T00274,0.0008627475472167134,0.9993757605552673,0.0008033016929402947,0.00013637934171129018
T00275,0.9997887015342712,0.0032635058742016554,0.0005517253885045648,8.210075611714274e-05
T00276,0.40174952149391174,0.5082938075065613,0.9857366681098938,0.00752171128988266
T00277,0.9863507151603699,8.844643161864951e-05,0.8419185876846313,0.001214128453284502
T00278,0.0006549833342432976,0.0009344166610389948,0.9994995594024658,0.0003568656393326819
T00279,0.026552656665444374,0.9997126460075378,0.0010308700148016214,8.111021452350542e-05
T00280,0.9027661681175232,0.5179566740989685,0.87022864818573,0.003779233666136861
T00281,0.999805748462677,0.002374187810346484,0.000820027431473136,8.901172259356827e-05
T00282,0.0006429204950109124,0.9994056224822998,0.0020513643976300955,0.00015601464838255197
T00283,0.9997789263725281,0.0038729985244572163,0.0006637618644163013,9.713690087664872e-05
T00284,0.926706850528717,0.9956800937652588,0.02755480259656906,0.0002858924854081124
T00285,0.05121202766895294,0.82632976770401,0.9905960559844971,0.001174057717435062
T00286,0.00042387607390992343,0.9995819926261902,0.0017218744615092874,0.00017635458789300174
T00287,0.37705716490745544,0.9995230436325073,0.006420970894396305,0.0014351452700793743
T00288,0.963920533657074,0.9948626160621643,0.0005036540096625686,5.877632793271914e-05
T00289,0.1618969738483429,0.9922548532485962,0.26607415080070496,0.0009629352134652436
T00290,0.9997740387916565,0.004041260574012995,0.0007871100096963346,0.00012798501120414585
T00291,0.9998102784156799,0.0014259021263569593,0.0006384769221767783,9.268032590625808e-05
T00292,0.961776852607727,0.9929181933403015,0.023453472182154655,0.00027780598611570895
T00293,0.9997929930686951,0.0020284680649638176,0.0006502203759737313,7.614123751409352e-05
T00294,0.14613498747348785,0.9993695616722107,0.00035283633042126894,0.00013058663171250373
T00295,0,0,0,0.974261999130249
T00296,0.001461814041249454,0.0015514835249632597,0.9996782541275024,0.00046430021757259965
T00297,0.9997867941856384,0.002002827124670148,0.0007052503060549498,9.051830420503393e-05
T00298,0.24871887266635895,0.00023856398183852434,0.9953593611717224,0.0020643293391913176
T00299,0.0005736412131227553,0.9995335340499878,0.0010696562239900231,0.0001565378188388422
T00300,0.0787442997097969,0.992120623588562,0.7886016964912415,0.001268816296942532
T00301,0.999815046787262,0.0025517642498016357,0.0006031575030647218,7.806799112586305e-05
T00302,0.99752277135849,0.7321130037307739,0.0043326253071427345,6.135120202088729e-05
T00303,0.9998024106025696,0.00171489710919559,0.000740928400773555,8.25106180855073e-05
T00304,0.0009152338607236743,0.9996110796928406,0.0012932817917317152,0.00017437234055250883
T00305,0,0,0,0.9953727126121521
T00306,0.9998077750205994,0.001672479440458119,0.0006303909467533231,7.999877561815083e-05
T00307,0.07796216756105423,0.45373886823654175,0.9975357055664062,0.0008322095382027328
T00308,0.9998030066490173,0.002271899487823248,0.0006373211508616805,7.864333019824699e-05
T00309,0.402129203081131,0.99930739402771,0.0005336760659702122,7.552101305918768e-05
T00310,0.08482460677623749,0.995299220085144,0.4669162631034851,0.0015030568465590477
T00311,0.9998310804367065,0.0028442442417144775,0.0006392169743776321,8.952587813837454e-05
T00312,0.994850218296051,0.4683813154697418,0.2320583015680313,0.0014689643867313862
T00313,0.9994691014289856,0.08270246535539627,0.002502274001017213,9.975427383324131e-05
T00314,0.9998077750205994,0.0021028146147727966,0.000644344778265804,8.429276203969494e-05
T00315,0.38776153326034546,0.2579686641693115,0.955307126045227,0.005228194408118725
T00316,0.002005864167585969,0.0017111803172156215,0.997967541217804,0.012093582190573215
T00317,0.005372960586100817,0.9990670084953308,0.3773117959499359,0.0018071179511025548
T00318,0.9994694590568542,0.12537285685539246,0.0006910068914294243,4.3123876821482554e-05
T00319,0.9997046589851379,0.003332552034407854,0.0006627646507695317,6.449422653531656e-05
T00320,0.9993147850036621,0.00032300196471624076,0.0009213559678755701,0.000728642800822854
T00321,0.9997976422309875,0.00210722372867167,0.0006079559680074453,8.366819383809343e-05
T00322,0.0021258287597447634,0.027065575122833252,0.9993027448654175,0.0004078028432559222
T00323,0.003179508028551936,0.998703122138977,0.12631043791770935,0.00039581189048476517
T00324,0.00040990023990161717,0.9996465444564819,0.0015719807706773281,0.00019274857186246663
T00325,0.9998114705085754,0.007438628003001213,0.0006250931182876229,0.00011337418982293457
T00326,0.0009566097287461162,0.9996281862258911,0.0007353622349910438,0.00017085715080611408
T00327,0.9997766613960266,0.002376399002969265,0.0006054937257431448,8.00464695203118e-05
T00328,0.009526848793029785,0.9871808886528015,0.003609461709856987,0.028628936037421227
T00329,0.0011287486413493752,0.0002967219043057412,0.9714609384536743,0.028494931757450104
T00330,0.4484870731830597,0.9992300271987915,0.0006331573822535574,7.966138218762353e-05
T00331,0.0021392949856817722,0.9994882345199585,0.010338257066905499,0.0001981802488444373
T00332,0.005716361571103334,0.09261437505483627,0.998306393623352,0.0009581786580383778
T00333,0.0244658961892128,0.9950704574584961,0.06825615465641022,0.0016870605759322643
T00334,0.9986889958381653,0.9306291937828064,0.0024365216959267855,0.00020168589253444225
T00335,0,0,0.31449058651924133,0
T00336,0.9997327923774719,0.0017473765183240175,0.001492957933805883,0.00012342083209659904
T00337,0.9997850060462952,0.0013068165862932801,0.0017562498105689883,0.00013838506129104644
